Arrival_Date,Room_Category,Fare_Class,forecast_mu,forecast_sigma,ci_lower_95,ci_upper_95
2025-09-11,Superior,Y3_Low,0.5795214332530546,1.5512038320573356,-2.4607822109733117,3.6198250774794207
2025-09-12,Superior,Y3_Low,0.590499634591845,1.5548934032081108,-2.457035436210136,3.6380347053938253
2025-09-13,Superior,Y3_Low,0.6010902507527963,1.5583192049786982,-2.453159268139285,3.6553397696448777
2025-09-14,Superior,Y3_Low,0.61130696542283,1.5615006290933346,-2.449178030154949,3.671791961000609
2025-09-15,Superior,Y3_Low,0.6211629791865757,1.5644555663838045,-2.4451135870584575,3.687439545431609
2025-09-16,Superior,Y3_Low,0.6306710265822874,1.5672005336227637,-2.440985576591111,3.7023276297556857
2025-09-17,Superior,Y3_Low,0.6398433925556017,1.5697507881290569,-2.4368116176027153,3.7164984027139187
2025-09-18,Superior,Y3_Low,0.6486919283323966,1.5721204315346073,-2.432607497558092,3.7299913542228853
2025-09-19,Superior,Y3_Low,0.657228066731258,1.5743225039157995,-2.4283873417187305,3.742843475181246
2025-09-20,Superior,Y3_Low,0.6654628369353414,1.5763690693346017,-2.424163766028446,3.7550894398991286
2025-09-21,Superior,Y3_Low,0.6734068787427123,1.5782712937009313,-2.4199480154704704,3.766761772955895
2025-09-22,Superior,Y3_Low,0.6810704563135793,1.5800395157538492,-2.415750089440805,3.777891002067964
2025-09-23,Superior,Y3_Low,0.6884634714321808,1.5816833118617786,-2.4115788554924285,3.7885057983567902
2025-09-24,Superior,Y3_Low,0.6955954763004615,1.5832115552583574,-2.4074421526417566,3.798633105242679
2025-09-25,Superior,Y3_Low,0.7024756858800683,1.584632470258534,-2.403346885288242,3.808298257048378
2025-09-26,Superior,Y3_Low,0.709112989798612,1.585953681937301,-2.399299108676643,3.817525088273867
2025-09-27,Superior,Y3_Low,0.7155159638355795,1.587182261699503,-2.3953041067262912,3.8263360343974506
2025-09-28,Superior,Y3_Low,0.7216928810027345,1.5883247691222102,-2.391366462960238,3.8347522249657064
